reader_id,stop_code,stop_id
0x150064,,822GA00167
0x15006c,,824GA00266
0x15006e,,822GA00249
0x15007c,,822GA00065
0x15007d,,822GA00240
0x15007f,,825GA00128
0x150080,,825GA00123
0x150084,,825GA00113
0x15008d,,835GA00024
0x150096,,822GA00204
