"Bus","Direction","coord_x","coord_y","Arret","Code"
"88","Machtens","1113","1207","Beguinage","2211"
"88","Machtens","1084","1253","Parking 58","2324"
"88","Machtens","1048","1253","Dansaert","3221"
"88","Machtens","1013","1211","Porte de Flandre","3222"
"88","Machtens","970","1262","Porte de Ninove","3223"
"88","Machtens","932","1252","Triangle","3228"
"88","Machtens","869","1253","Duchesse de Brabant","3224"
"88","Machtens","818","1251","Quatre-Vents","3225"
"88","Machtens","792","1242","Gare de l'Ouest","3230"
"88","Machtens","737","1192","Joseph Baeck","3231"
"88","Machtens","678","1203","Dubois","3232"
"88","Machtens","629","1207","Tamaris","3233"
"89","Westland Shopping","1064","854","Pannenhuis","4270"
"89","Westland Shopping","1085","875","Pouchkine","4271"
"89","Westland Shopping","1053","950","Escaut","4212"
"89","Westland Shopping","1071","1007","Picard","1019"
"89","Westland Shopping","1012","1084","Ribaucourt","4213"
"89","Westland Shopping","975","1088","Merchtem","4214"
"89","Westland Shopping","968","1126","Comte de Flandre","6701"
"89","Westland Shopping","945","1150","Borne","6702"
"89","Westland Shopping","900","1183","Savonnerie","6706"
"89","Westland Shopping","910","1212","Elephant","1241"
"89","Westland Shopping","869","1253","Duchesse de Brabant","6704"
"89","Westland Shopping","803","1303","Delacroix","1117"
"89","Westland Shopping","724","1324","Jacques Brel","1253"
"89","Westland Shopping","681","1327","Veterans Coloniaux","1255"
"89","Westland Shopping","603","1322","Henri Rey","1256"
"89","Westland Shopping","543","1315","Paulsen","1257"
"89","Westland Shopping","483","1319","Peterbos","2536"
"89","Westland Shopping","477","1386","Willemyns","1259"
"89","Westland Shopping","423","1415","Fruits","1260"
"89","Westland Shopping","354","1384","Westland Shopping","1261"
"89","Pannenhuis","354","1384","Westland Shopping","4215"
"89","Pannenhuis","423","1415","Fruits","1204"
"89","Pannenhuis","477","1386","Willemyns","1205"
"89","Pannenhuis","489","1330","Peterbos","1206"
"89","Pannenhuis","543","1315","Paulsen","1207"
"89","Pannenhuis","603","1322","Henri Rey","1208"
"89","Pannenhuis","681","1327","Veterans Coloniaux","3760"
"89","Pannenhuis","724","1324","Jacques Brel","1211"
"89","Pannenhuis","803","1303","Delacroix","1178"
"89","Pannenhuis","869","1253","Duchesse de Brabant","6752"
"89","Pannenhuis","919","1213","Elephant","1242"
"89","Pannenhuis","946","1172","Borne","6754"
"89","Pannenhuis","982","1135","Comte de Flandre","6755"
"89","Pannenhuis","1012","1084","Ribaucourt","4253"
"89","Pannenhuis","1071","1007","Picard","1056"
"89","Pannenhuis","1053","950","Escaut","4254"
"89","Pannenhuis","1085","875","Pouchkine","4258"
"95","Wiener","1096","1305","Bourse","4301"
"95","Wiener","1125","1367","Saint-Jean","1702"
"95","Wiener","1156","1438","Grand Sablon","1703"
"95","Wiener","1182","1477","Petit Sablon","1128"
"95","Wiener","1223","1427","Royale","1129"
"95","Wiener","1331","1456","Trone","1130"
"95","Wiener","1350","1465","Science","1729"
"95","Wiener","1381","1474","Luxembourg","1907"
"95","Wiener","1378","1523","Parnasse","1908"
"95","Wiener","1415","1575","Blyckaerts","1909"
"95","Wiener","1455","1635","Germoir","4303"
"95","Wiener","1483","1685","Rodin","4304"
"95","Wiener","1510","1733","Delporte","4305"
"95","Wiener","1542","1785","Etterbeek Gare","4306"
"95","Wiener","1586","1860","Thys","4307"
"95","Wiener","1528","1911","Cimetiere d'Ixelles","3558"
"95","Wiener","1554","1983","Relais","4308"
"95","Wiener","1606","2005","Arcades","4309"
"95","Wiener","1676","2026","Keym","4310"
"95","Wiener","1708","2098","Vander Elst","4311"
"95","Wiener","1727","2148","Ortolans","4312"
"95","Wiener","1774","2158","Les Trois Tilleuls","4313"
"95","Wiener","1800","2207","Miraval","4347"
"95","Wiener","1852","2243","Wiener","4349"
"95","Bourse","1852","2243","Wiener","4351"
"95","Bourse","1800","2207","Miraval","4348"
"95","Bourse","1774","2158","Les Trois Tilleuls","4355"
"95","Bourse","1727","2148","Ortolans","4356"
"95","Bourse","1708","2098","Vander Elst","4357"
"95","Bourse","1676","2026","Keym","4358"
"95","Bourse","1606","2005","Arcades","4359"
"95","Bourse","1554","1983","Relais","4360"
"95","Bourse","1528","1911","Cimetiere d'Ixelles","3514"
"95","Bourse","1586","1860","Thys","4362"
"95","Bourse","1542","1785","Etterbeek Gare","4363"
"95","Bourse","1510","1733","Delporte","4364"
"95","Bourse","1483","1685","Rodin","4365"
"95","Bourse","1455","1635","Germoir","4366"
"95","Bourse","1415","1575","Blyckaerts","1981"
"95","Bourse","1378","1523","Parnasse","1982"
"95","Bourse","1381","1474","Luxembourg","4367"
"95","Bourse","1350","1465","Science","1776"
"95","Bourse","1331","1456","Trone","1163"
"95","Bourse","1299","1431","Ducale","1164"
"95","Bourse","1223","1427","Royale","1165"
"95","Bourse","1159","1457","Grand Sablon","1166"
"95","Bourse","1125","1367","Saint-Jean","1771"
"95","Bourse","1079","1327","Plattesteen","1772"
"98","Heros","351","1780","CERIA","3854"
"98","Heros","539","1823","Bollinckx","3810"
"98","Heros","515","1886","Mozart","3814"
"98","Heros","483","2030","Pathe","5963"
"98","Heros","471","2123","Dorent","9649"
"98","Heros","532","2147","Drogenbos-Shopping","2660"
"98","Heros","575","2157","Eggergat","5923"
"98","Heros","675","2161","Carrefour Stalle","5921"
"98","Heros","710","2165","Egide van Ophem","5916"
"98","Heros","774","2160","Wagon","5917"
"98","Heros","874","2104","Globe","1985"
"98","Heros","926","2072","Heros","5058"
"98","CERIA","926","2072","Heros","1951"
"98","CERIA","874","2104","Globe","1984"
"98","CERIA","774","2160","Wagon","5952"
"98","CERIA","710","2165","Egide van Ophem","5953"
"98","CERIA","675","2161","Carrefour Stalle","5919"
"98","CERIA","575","2157","Eggergat","5922"
"98","CERIA","532","2147","Drogenbos-Shopping","2610"
"98","CERIA","471","2123","Dorent","9686"
"98","CERIA","483","2030","Pathe","5964"
"98","CERIA","515","1886","Mozart","3815"
"98","CERIA","539","1823","Bollinckx","3851"
