"Bus","Direction","coord_x","coord_y","Arret","Code"
"65","Gare Centrale","1229","1340","Gare Centrale","3330"
"65","Bourget","1229","1340","Gare Centrale","3349"
"65","Bourget","1229","1340","Gare Centrale","3350"
"65","Bourget","1269","1316","Parc","3351"
"65","Bourget","1294","1312","Treurenberg","3353"
"65","Bourget","1330","1301","Presse","3354"
"65","Bourget","1345","1275","Madou","3355"
"65","Bourget","1344","1222","Quetelet","9060"
"65","Bourget","1349","1188","Rue Traversiere","9064"
"65","Bourget","1369","1137","Hopital Saint-Etienne","9063"
"65","Bourget","1390","1084","Robiano","6362"
"65","Bourget","1452","1104","Coteaux","6203"
"65","Bourget","1528","1135","Bienfaiteurs","6210"
"65","Bourget","1598","1160","Patrie","2975"
"65","Bourget","1620","1097","Chazal","2976"
"65","Bourget","1625","1078","Josaphat","2977"
"65","Bourget","1656","1032","Bichon","2990"
"65","Bourget","1688","997","Conscience","2997"
"65","Bourget","1709","932","Notre-Dame","2980"
"65","Bourget","1744","918","Hoedemaekers","3361"
"65","Bourget","1790","929","Lekaerts","3362"
"65","Bourget","1846","865","Germinal","3363"
"65","Bourget","1917","860","Bale","3364"
"65","Bourget","1981","862","Nato","3301"
"66","De Brouckere","1967","1096","Peage","3283"
"66","De Brouckere","1899","1076","Cimetiere de Bruxelles","3398"
"66","De Brouckere","1877","1092","Artemis","3210"
"66","De Brouckere","1864","1127","Paduwa","1535"
"66","De Brouckere","1836","1104","Guillaume","3402"
"66","De Brouckere","1797","1040","Dunant","3403"
"66","De Brouckere","1744","1013","Evere Shopping","3417"
"66","De Brouckere","1708","996","Station Evere","3418"
"66","De Brouckere","1687","974","Conscience","3419"
"66","De Brouckere","1650","968","Kurth","3411"
"66","De Brouckere","1597","965","Kennis","3407"
"66","De Brouckere","1573","986","Latinis","3408"
"66","De Brouckere","1547","999","Louis Bertrand","3409"
"66","De Brouckere","1502","1014","Crossing","3410"
"66","De Brouckere","1489","1051","Azalees","3414"
"66","De Brouckere","1452","1104","Coteaux","3309"
"66","De Brouckere","1390","1084","Robiano","6305"
"66","De Brouckere","1369","1137","Hopital Saint-Etienne","3317"
"66","De Brouckere","1349","1188","Rue Traversiere","6062"
"66","De Brouckere","1344","1222","Quetelet","3313"
"66","De Brouckere","1345","1275","Madou","3332"
"66","De Brouckere","1330","1301","Presse","3358"
"66","De Brouckere","1294","1312","Treurenberg","3359"
"66","De Brouckere","1269","1316","Parc","3331"
"66","De Brouckere","1191","1360","Gare Centrale","3330"
"66","De Brouckere","1165","1277","Arenberg","1502"
"66","De Brouckere","1133","1248","De Brouckere","3318"
"66","Peage","1133","1248","De Brouckere","3318"
"66","Peage","1133","1248","Anspach-De Brouckere","1576"
"66","Peage","1185","1284","Assaut","1575"
"66","Peage","1191","1360","Gare Centrale","3350"
"66","Peage","1269","1316","Parc","3351"
"66","Peage","1294","1312","Treurenberg","3353"
"66","Peage","1330","1301","Presse","3354"
"66","Peage","1345","1275","Madou","3355"
"66","Peage","1344","1222","Quetelet","9060"
"66","Peage","1349","1188","Rue Traversiere","9064"
"66","Peage","1369","1137","Hopital Saint-Etienne","9063"
"66","Peage","1390","1084","Robiano","6362"
"66","Peage","1452","1104","Coteaux","6203"
"66","Peage","1489","1051","Azalees","3451"
"66","Peage","1502","1014","Crossing","3452"
"66","Peage","1547","999","Louis Bertrand","3453"
"66","Peage","1597","965","Kennis","3454"
"66","Peage","1650","968","Kurth","3449"
"66","Peage","1681","990","Conscience","3470"
"66","Peage","1708","996","Station Evere","3448"
"66","Peage","1744","1013","Evere Shopping","3450"
"66","Peage","1797","1040","Dunant","3459"
"66","Peage","1836","1104","Guillaume","3460"
"66","Peage","1864","1127","Paduwa","3272"
"66","Peage","1877","1092","Artemis","3273"
"66","Peage","1899","1076","Cimetiere de Bruxelles","3397"
"66","Peage","1967","1096","Peage","3283"
"69","Jules Bordet","1505","798","Schaerbeek Gare","3108"
"69","Jules Bordet","1505","798","Schaerbeek Gare","3170"
"69","Jules Bordet","1547","762","Zenobe Gramme","3171"
"69","Jules Bordet","1615","792","Chaumontel","3172"
"69","Jules Bordet","1662","780","Carli","3173"
"69","Jules Bordet","1708","782","Picardie","3174"
"69","Jules Bordet","1768","758","Saint-Vincent","3175"
"69","Jules Bordet","1806","738","Vandenhoven","3176"
"69","Jules Bordet","1838","822","Bordet Station","3205"
"69","Jules Bordet","1878","917","Germinal","3206"
"69","Jules Bordet","1921","986","Jules Bordet","9311"
"69","Schaerbeek Gare","1921","986","Jules Bordet","9311"
"69","Schaerbeek Gare","1878","917","Germinal","3277"
"69","Schaerbeek Gare","1838","822","Bordet Station","3278"
"69","Schaerbeek Gare","1806","738","Vandenhoven","3126"
"69","Schaerbeek Gare","1768","758","Saint-Vincent","3101"
"69","Schaerbeek Gare","1708","782","Picardie","3102"
"69","Schaerbeek Gare","1662","780","Carli","3103"
"69","Schaerbeek Gare","1615","792","Chaumontel","3104"
"69","Schaerbeek Gare","1547","762","Zenobe Gramme","3105"
"71","Delta","1133","1248","De Brouckere","3501"
"71","Delta","1133","1248","Anspach-De Brouckere","1576"
"71","Delta","1185","1284","Assaut","1575"
"71","Delta","1191","1360","Gare Centrale","1504"
"71","Delta","1219","1388","Bozar","3502"
"71","Delta","1223","1427","Royale","3503"
"71","Delta","1299","1431","Ducale","1704"
"71","Delta","1245","1507","Porte de Namur","3504"
"71","Delta","1256","1529","Matonge","3518"
"71","Delta","1276","1560","Quartier St-Boniface","3506"
"71","Delta","1302","1597","Fernand Cocq","2928"
"71","Delta","1324","1655","Van Volsem","3531"
"71","Delta","1336","1686","Flagey","3519"
"71","Delta","1357","1767","Etangs d'Ixelles","3517"
"71","Delta","1376","1828","Geo Bernier","3510"
"71","Delta","1415","1875","Buyl","3511"
"71","Delta","1436","1902","Jeanne","3512"
"71","Delta","1459","1945","ULB","3513"
"71","Delta","1528","1911","Cimetiere d'Ixelles","3514"
"71","Delta","1630","1867","Fraiteur","3515"
"71","Delta","1660","1878","Triomphe","3516"
"71","Delta","1687","1867","Delta","3520"
"71","De Brouckere","1730","1901","Beaulieu","3521"
"71","De Brouckere","1687","1867","Delta","3556"
"71","De Brouckere","1630","1867","Fraiteur","3557"
"71","De Brouckere","1528","1911","Cimetiere d'Ixelles","3558"
"71","De Brouckere","1459","1945","ULB","3559"
"71","De Brouckere","1436","1902","Jeanne","3560"
"71","De Brouckere","1415","1875","Buyl","3561"
"71","De Brouckere","1376","1828","Geo Bernier","3562"
"71","De Brouckere","1357","1767","Etangs d'Ixelles","3570"
"71","De Brouckere","1336","1686","Flagey","3573"
"71","De Brouckere","1324","1655","Van Volsem","3571"
"71","De Brouckere","1302","1597","Fernand Cocq","2963"
"71","De Brouckere","1276","1560","Quartier St-Boniface","2964"
"71","De Brouckere","1256","1529","Matonge","2967"
"71","De Brouckere","1245","1507","Porte de Namur","4952"
"71","De Brouckere","1299","1431","Ducale","1990"
"71","De Brouckere","1299","1431","Ducale","1164"
"71","De Brouckere","1223","1427","Royale","3567"
"71","De Brouckere","1219","1388","Bozar","3568"
"71","De Brouckere","1191","1360","Gare Centrale","3324"
"71","De Brouckere","1191","1360","Gare Centrale","3322"
"71","De Brouckere","1165","1277","Arenberg","1502"
"72","ADEPS","1460","1925","Deveze-ULB","3523"
"72","ADEPS","1459","1945","ULB","3513"
"72","ADEPS","1528","1911","Cimetiere d'Ixelles","3514"
"72","ADEPS","1630","1867","Fraiteur","3515"
"72","ADEPS","1660","1878","Triomphe","3516"
"72","ADEPS","1687","1867","Delta","3546"
"72","ADEPS","1787","1896","Clesse","3551"
"72","ADEPS","1819","1915","Roodenberg","3550"
"72","ADEPS","1864","1954","Vignette","3549"
"72","ADEPS","1901","1967","Demey","3548"
"72","ADEPS","1961","1955","Herrmann-Debroux","2046"
"72","ADEPS","2001","1945","Jardin Massart","3526"
"72","ADEPS","2078","1973","Rouge-Cloitre","3529"
"72","Deveze-ULB","2148","2033","ADEPS","3522"
"72","Deveze-ULB","2078","1973","Rouge-Cloitre","3530"
"72","Deveze-ULB","2001","1945","Jardin Massart","3524"
"72","Deveze-ULB","1961","1955","Herrmann-Debroux","1754"
"72","Deveze-ULB","1908","1953","Demey","2724"
"72","Deveze-ULB","1866","1934","Vignette","4407"
"72","Deveze-ULB","1819","1915","Roodenberg","3552"
"72","Deveze-ULB","1787","1896","Clesse","3553"
"72","Deveze-ULB","1748","1872","Invalides","3547"
"72","Deveze-ULB","1687","1867","Delta","3556"
"72","Deveze-ULB","1630","1867","Fraiteur","3557"
"72","Deveze-ULB","1528","1911","Cimetiere d'Ixelles","3558"
"72","Deveze-ULB","1459","1945","ULB","3559"
"75","Bon Air","351","1780","CERIA","1477"
"75","Bon Air","405","1793","Campus CERIA","1478"
"75","Bon Air","445","1734","Colombophiles","1479"
"75","Bon Air","470","1688","Huit Heures","1498"
"75","Bon Air","453","1650","Waxweiler","1480"
"75","Bon Air","456","1626","Bizet","1481"
"75","Bon Air","423","1558","Van Beethoven","1495"
"75","Bon Air","440","1492","Hopital Joseph Bracops","2319"
"75","Bon Air","458","1430","Rene Henry","1482"
"75","Bon Air","423","1415","Fruits","1260"
"75","Bon Air","359","1404","Westland Shopping","1483"
"75","Bon Air","300","1431","Pommier","1484"
"75","Bon Air","253","1410","Sainte-Bernadette","1496"
"75","Bon Air","209","1394","Bon Air","1485"
"75","CERIA","209","1394","Bon Air","1486"
"75","CERIA","253","1410","Sainte-Bernadette","1470"
"75","CERIA","300","1431","Pommier","1487"
"75","CERIA","359","1404","Westland Shopping","1488"
"75","CERIA","423","1415","Fruits","1204"
"75","CERIA","458","1430","Rene Henry","1489"
"75","CERIA","440","1492","Hopital Joseph Bracops","2375"
"75","CERIA","423","1558","Van Beethoven","1490"
"75","CERIA","456","1626","Bizet","1491"
"75","CERIA","453","1650","Waxweiler","1492"
"75","CERIA","404","1750","Wauters","1493"
"75","CERIA","384","1773","Campus CERIA","1494"
"76","Oppem","2343","1328","Crainhem","1638"
"76","Oppem","2404","1322","Reine Astrid","1601"
"76","Oppem","2436","1323","Wezembeek-Shopping","1613"
"76","Oppem","2512","1309","Ring 0","1614"
"76","Oppem","2540","1299","Gergel","1615"
"76","Oppem","2538","1354","Louis Marcelis","1605"
"76","Oppem","2573","1420","Plaine des Sports","1617"
"76","Oppem","2551","1451","Violettes","1602"
"76","Oppem","2587","1463","Hernalsteen","1620"
"76","Oppem","2617","1471","Stijn Streuvels","1627"
"76","Oppem","2635","1494","Marmotte","9164"
"76","Crainhem","2623","1504","Oppem","1629"
"76","Crainhem","2617","1471","Stijn Streuvels","1631"
"76","Crainhem","2587","1463","Hernalsteen","1656"
"76","Crainhem","2551","1451","Violettes","1668"
"76","Crainhem","2573","1420","Plaine des Sports","1657"
"76","Crainhem","2538","1354","Louis Marcelis","1669"
"76","Crainhem","2540","1299","Gergel","1659"
"76","Crainhem","2512","1309","Ring 0","1660"
"76","Crainhem","2436","1323","Wezembeek-Shopping","1661"
"76","Crainhem","2404","1322","Reine Astrid","1673"
"77","Hippodrome","2343","1328","Crainhem","1638"
"77","Hippodrome","2404","1322","Reine Astrid","1601"
"77","Hippodrome","2436","1323","Wezembeek-Shopping","1613"
"77","Hippodrome","2504","1287","Voisins","1616"
"77","Hippodrome","2508","1272","Eglise Wezembeek","1625"
"77","Hippodrome","2540","1299","Gergel","1375"
"77","Hippodrome","2586","1287","Deutsche Schule","1377"
"77","Hippodrome","2611","1278","Long Chene","1380"
"77","Hippodrome","2644","1285","Vier Huiskens","9169"
"77","Crainhem","2663","1311","Hippodrome","7501"
"77","Crainhem","2644","1285","Vier Huiskens","9561"
"77","Crainhem","2611","1278","Long Chene","1381"
"77","Crainhem","2573","1277","Deutsche Schule","1387"
"77","Crainhem","2502","1250","Eglise Wezembeek","1635"
"77","Crainhem","2472","1281","Marie-therese","1634"
"77","Crainhem","2436","1323","Wezembeek-Shopping","1661"
"77","Crainhem","2404","1322","Reine Astrid","1673"
"78","Gare du Midi","489","1881","Humanite","3850"
"78","Gare du Midi","515","1886","Mozart","3815"
"78","Gare du Midi","539","1823","Bollinckx","3851"
"78","Gare du Midi","554","1783","Boulevard International","3860"
"78","Gare du Midi","565","1735","Labeur","3859"
"78","Gare du Midi","586","1674","Digue du Canal","3856"
"78","Gare du Midi","649","1624","Bruxelles X","3861"
"78","Gare du Midi","738","1581","Petite Ile","3858"
"78","Gare du Midi","783","1562","Deux Gares","3852"
"78","Gare du Midi","838","1554","Veterinaires","2528"
"78","Gare du Midi",,,"Place Victor Horta","2541"
"78","Gare du Midi","907","1498","Bara","6862"
"78","Gare du Midi","907","1498","Gare du Midi","2500"
"78","Humanite","907","1498","Gare du Midi","1123"
"78","Humanite","907","1498","Bara","6806"
"78","Humanite","864","1517","Eloy","3800"
"78","Humanite","830","1545","Veterinaires","3802"
"78","Humanite","783","1562","Deux Gares","3804"
"78","Humanite","738","1581","Petite Ile","3805"
"78","Humanite","649","1624","Bruxelles X","3803"
"78","Humanite","586","1674","Digue du Canal","3808"
"78","Humanite","565","1735","Labeur","3812"
"78","Humanite","554","1783","Boulevard International","3853"
"78","Humanite","539","1823","Bollinckx","3810"
"78","Humanite","515","1886","Mozart","3814"
"79","Schuman","2343","1328","Crainhem","2033"
"79","Schuman","2330","1293","Mounier","2041"
"79","Schuman","2284","1288","Auditoires-UCL","2042"
"79","Schuman","2249","1280","Cliniques-UCL","2043"
"79","Schuman","2213","1211","Hof Ter Musschen","9853"
"79","Schuman","2178","1233","Thiry-Woluwe","2028"
"79","Schuman","2115","1202","Marcel Thiry","1531"
"79","Schuman","2059","1181","Tractebel","1532"
"79","Schuman","1998","1199","Gulledelle","1536"
"79","Schuman","1963","1217","Andromede","3920"
"79","Schuman","1927","1202","Capricorne","3902"
"79","Schuman","1892","1220","Pleiades","3903"
"79","Schuman","1868","1207","Carene","3904"
"79","Schuman","1797","1247","Colonel Bourg","3905"
"79","Schuman","1741","1267","RTBF","1549"
"79","Schuman","1712","1302","Diamant","1461"
"79","Schuman","1669","1315","Victor Hugo","1462"
"79","Schuman","1622","1330","De Jamblinne de Meux","6055"
"79","Schuman","1597","1331","Gueux","1463"
"79","Schuman","1560","1357","Michel-Ange","1464"
"79","Crainhem","1531","1391","Schuman","1474"
"79","Crainhem","1531","1391","Schuman","1418"
"79","Crainhem","1560","1357","Michel-Ange","1402"
"79","Crainhem","1597","1331","Gueux","1419"
"79","Crainhem","1622","1330","De Jamblinne de Meux","1403"
"79","Crainhem","1669","1315","Victor Hugo","1404"
"79","Crainhem","1712","1302","Diamant","4554"
"79","Crainhem","1741","1267","RTBF","4550"
"79","Crainhem","1797","1247","Colonel Bourg","3956"
"79","Crainhem","1868","1207","Carene","3957"
"79","Crainhem","1892","1220","Pleiades","3958"
"79","Crainhem","1927","1202","Capricorne","3959"
"79","Crainhem","1963","1217","Andromede","3962"
"79","Crainhem","1998","1199","Gulledelle","3465"
"79","Crainhem","2059","1181","Tractebel","3464"
"79","Crainhem","2115","1202","Marcel Thiry","1551"
"79","Crainhem","2178","1233","Thiry-Woluwe","2022"
"79","Crainhem","2213","1211","Hof Ter Musschen","2044"
"79","Crainhem","2249","1280","Cliniques-UCL","2037"
"79","Crainhem","2284","1288","Auditoires-UCL","2038"
"79","Crainhem","2330","1293","Mounier","2039"
"80","Maes","1257","1509","Porte de Namur","1705"
"80","Maes","1331","1456","Trone","1130"
"80","Maes","1350","1465","Science","1729"
"80","Maes","1381","1474","Luxembourg","1907"
"80","Maes","1378","1523","Parnasse","1708"
"80","Maes","1425","1523","Museum","1728"
"80","Maes","1490","1516","Etangs","3160"
"80","Maes","1542","1509","Leman","3953"
"80","Maes","1615","1496","Gaulois","1135"
"80","Maes","1699","1477","Merode","1136"
"80","Maes","1753","1500","Montgomery","1137"
"80","Maes","1765","1458","Ichec","1113"
"80","Maes","1771","1396","Georges Henri","1139"
"80","Maes","1816","1386","Degrooff","1140"
"80","Maes","1881","1366","Meudon","1141"
"80","Maes","1885","1313","Heydenberg","3954"
"80","Maes","1809","1274","Fevrier","3952"
"80","Maes","1797","1247","Colonel Bourg","3956"
"80","Maes","1868","1207","Carene","3957"
"80","Maes","1864","1127","Paduwa","3272"
"80","Maes","1877","1092","Artemis","3273"
"80","Maes","1903","1064","Cimetiere de Bruxelles","3274"
"80","Maes","1943","1048","Diablotins","3285"
"80","Maes","1921","986","Jules Bordet","3276"
"80","Maes","1878","917","Germinal","3277"
"80","Maes","1838","822","Bordet Station","3213"
"80","Maes","1909","777","Sabca","3279"
"80","Maes","1956","735","Middelweg","3280"
"80","Porte de Namur","2038","738","Maes","3201"
"80","Porte de Namur","1985","691","Aerodrome","3199"
"80","Porte de Namur","1956","735","Middelweg","3203"
"80","Porte de Namur","1909","777","Sabca","3204"
"80","Porte de Namur","1838","822","Bordet Station","3214"
"80","Porte de Namur","1878","917","Germinal","3206"
"80","Porte de Namur","1921","986","Jules Bordet","9311"
"80","Porte de Namur","1921","986","Jules Bordet","3207"
"80","Porte de Namur","1943","1048","Diablotins","3200"
"80","Porte de Namur","1903","1064","Cimetiere de Bruxelles","3209"
"80","Porte de Namur","1877","1092","Artemis","3210"
"80","Porte de Namur","1864","1127","Paduwa","3898"
"80","Porte de Namur","1868","1207","Carene","3904"
"80","Porte de Namur","1797","1247","Colonel Bourg","3905"
"80","Porte de Namur","1809","1274","Fevrier","3906"
"80","Porte de Namur","1885","1313","Heydenberg","3908"
"80","Porte de Namur","1881","1366","Meudon","1152"
"80","Porte de Namur","1816","1386","Degrooff","1153"
"80","Porte de Namur","1771","1396","Georges Henri","1154"
"80","Porte de Namur","1753","1500","Montgomery","1155"
"80","Porte de Namur","1699","1477","Merode","1156"
"80","Porte de Namur","1615","1496","Gaulois","1159"
"80","Porte de Namur","1542","1509","Leman","3912"
"80","Porte de Namur","1491","1488","Jourdan","3158"
"80","Porte de Namur","1467","1513","Senghor","3917"
"80","Porte de Namur","1425","1523","Museum","1769"
"80","Porte de Namur","1378","1523","Parnasse","1982"
"80","Porte de Namur","1381","1474","Luxembourg","4367"
"80","Porte de Namur","1350","1465","Science","1776"
"80","Porte de Namur","1331","1456","Trone","1163"
"80","Porte de Namur","1257","1509","Porte de Namur","3504"
"84","Heysel","792","1171","Beekkant","4014"
"84","Heysel","737","1192","Joseph Baeck","3231"
"84","Heysel","678","1203","Dubois","3232"
"84","Heysel","629","1207","Tamaris","3233"
"84","Heysel","633","1165","Condor","3239"
"84","Heysel","633","1122","Candries","3235"
"84","Heysel","596","1085","Thym","3236"
"84","Heysel","545","1105","Hoogbosch","4653"
"84","Heysel","509","1104","Elbers","4655"
"84","Heysel","463","1094","Cimetieres","4656"
"84","Heysel","452","1026","Maricolles","4657"
"84","Heysel","457","969","Broek","4661"
"84","Heysel","432","932","Sept Etoiles","1193"
"84","Heysel","390","882","Hunderenveld","1195"
"84","Heysel","433","843","Parc Monnet","1196"
"84","Heysel","475","822","Berchem-Shopping","4059"
"84","Heysel","495","783","Berchem Station","4061"
"84","Heysel","529","773","Bois des Iles","4062"
"84","Heysel","571","796","Basilix","4101"
"84","Heysel","598","751","Chopin","4109"
"84","Heysel","617","719","Ganshoren-Sport","4115"
"84","Heysel","641","709","Het Veroost","4103"
"84","Heysel","678","751","Neuberger","4104"
"84","Heysel","709","786","Lowet","4112"
"84","Heysel","737","821","Nereus","4105"
"84","Heysel","764","810","Van Page","4063"
"84","Heysel","789","774","Square du Centenaire","9103"
"84","Heysel","774","712","De Rivieren","4065"
"84","Heysel","799","611","Dieleghem","4064"
"84","Heysel","728","546","Laerbeek-UZ Brussel","4070"
"84","Heysel","724","508","Pompiers-UZ Brussel","1003"
"84","Heysel","769","482","Arbre Ballon-Heymbosch","4071"
"84","Heysel","843","463","De Heyn","4072"
"84","Heysel","885","457","Cite Modele 4","4069"
"84","Heysel","928","460","Palfyn","4261"
"84","Heysel","933","424","Amethyste","4268"
"84","Heysel","970","408","Roi Baudouin","4269"
"84","Heysel",,,"Vieillesse Heureuse","4652"
"84","Beekant","1051","432","Heysel","4264"
"84","Beekant","970","408","Roi Baudouin","4227"
"84","Beekant","933","424","Amethyste","4228"
"84","Beekant","928","460","Palfyn","4205"
"84","Beekant","885","457","Cite Modele 4","4221"
"84","Beekant","843","463","De Heyn","4223"
"84","Beekant","769","482","Arbre Ballon-Heymbosch","4224"
"84","Beekant","724","508","Pompiers-UZ Brussel","1075"
"84","Beekant","728","546","Laerbeek-UZ Brussel","4225"
"84","Beekant","799","611","Dieleghem","1078"
"84","Beekant","774","712","De Rivieren","1079"
"84","Beekant","789","774","Square du Centenaire","1012"
"84","Beekant","764","810","Van Page","4164"
"84","Beekant","737","821","Nereus","4158"
"84","Beekant","709","786","Lowet","4163"
"84","Beekant","678","751","Neuberger","4159"
"84","Beekant","641","709","Het Veroost","4160"
"84","Beekant","617","719","Ganshoren-Sport","4168"
"84","Beekant","598","751","Chopin","4169"
"84","Beekant","571","796","Basilix","4162"
"84","Beekant","529","773","Bois des Iles","4165"
"84","Beekant","495","783","Berchem Station","4170"
"84","Beekant","475","822","Berchem-Shopping","4002"
"84","Beekant","433","843","Parc Monnet","1099"
"84","Beekant","390","882","Hunderenveld","1100"
"84","Beekant","432","932","Sept Etoiles","1102"
"84","Beekant","457","969","Broek","4598"
"84","Beekant","452","1026","Maricolles","4599"
"84","Beekant","463","1094","Cimetieres","4600"
"84","Beekant","509","1104","Elbers","4660"
"84","Beekant","509","1104","Elbers","4601"
"84","Beekant","545","1105","Hoogbosch","4602"
"84","Beekant","596","1085","Thym","4658"
"84","Beekant","633","1122","Candries","4659"
"84","Beekant","633","1165","Condor","3238"
"84","Beekant","629","1207","Tamaris","3252"
"84","Beekant","678","1203","Dubois","3281"
"84","Beekant","737","1192","Joseph Baeck","4013"
"85","Delacroix","495","783","Berchem Station","4001"
"85","Delacroix","475","822","Berchem-Shopping","4002"
"85","Delacroix","496","870","Alcyons","4003"
"85","Delacroix","535","943","Schweitzer","6029"
"85","Delacroix","585","999","Genot","4005"
"85","Delacroix","629","1028","Van Zande","4006"
"85","Delacroix","697","1064","Cimetiere Molenbeek","4007"
"85","Delacroix","755","1084","Karreveld","4008"
"85","Delacroix","731","1132","Mennekens","4012"
"85","Delacroix","737","1192","Joseph Baeck","4013"
"85","Delacroix","792","1171","Beekkant","4015"
"85","Delacroix","737","1192","Joseph Baeck","4020"
"85","Delacroix","792","1242","Gare de l'Ouest","3253"
"85","Delacroix","804","1302","Delacroix","1124"
"85","Berchem Station","804","1302","Delacroix","1178"
"85","Berchem Station","792","1242","Gare de l'Ouest","3230"
"85","Berchem Station","737","1192","Joseph Baeck","4019"
"85","Berchem Station","792","1171","Beekkant","4018"
"85","Berchem Station","737","1192","Joseph Baeck","6075"
"85","Berchem Station","731","1132","Mennekens","6076"
"85","Berchem Station","755","1084","Karreveld","4053"
"85","Berchem Station","697","1064","Cimetiere Molenbeek","4054"
"85","Berchem Station","629","1028","Van Zande","4055"
"85","Berchem Station","585","999","Genot","4056"
"85","Berchem Station","535","943","Schweitzer","4057"
"85","Berchem Station","496","870","Alcyons","4058"
"85","Berchem Station","475","822","Berchem-Shopping","4059"
"85","Berchem Station","495","783","Berchem Station","4001"
"87","Simonis","571","796","Basilix","4101"
"87","Simonis","598","751","Chopin","4109"
"87","Simonis","617","719","Ganshoren-Sport","4115"
"87","Simonis","641","709","Het Veroost","4103"
"87","Simonis","678","751","Neuberger","4104"
"87","Simonis","709","786","Lowet","4112"
"87","Simonis","737","821","Nereus","4105"
"87","Simonis","717","845","Sorensen","4106"
"87","Simonis","700","877","Beeckmans","4107"
"87","Simonis","746","909","College Sacre-Coeur","4110"
"87","Simonis","809","923","Riethuisen","2519"
"87","Simonis","888","964","Parc Elisabeth","4116"
"87","Simonis","905","1005","Simonis","1112"
"87","Basilix","905","1005","Simonis","1112"
"87","Basilix","888","964","Parc Elisabeth","4152"
"87","Basilix","809","923","Riethuisen","4154"
"87","Basilix","746","909","College Sacre-Coeur","4153"
"87","Basilix","700","877","Beeckmans","4156"
"87","Basilix","717","845","Sorensen","4157"
"87","Basilix","737","821","Nereus","4158"
"87","Basilix","709","786","Lowet","4163"
"87","Basilix","678","751","Neuberger","4159"
"87","Basilix","641","709","Het Veroost","4160"
"87","Basilix","617","719","Ganshoren-Sport","4168"
"87","Basilix","598","751","Chopin","4169"
"87","Basilix","571","796","Basilix","4162"
"88","Heysel","553","1177","Machtens","3234"
"88","Heysel","633","1165","Condor","3238"
"88","Heysel","629","1207","Tamaris","3252"
"88","Heysel","678","1203","Dubois","3281"
"88","Heysel","737","1192","Joseph Baeck","3282"
"88","Heysel","792","1242","Gare de l'Ouest","3253"
"88","Heysel","818","1251","Quatre-Vents","3257"
"88","Heysel","869","1253","Duchesse de Brabant","3258"
"88","Heysel","932","1252","Triangle","6648"
"88","Heysel","970","1262","Porte de Ninove","3259"
"88","Heysel","1013","1211","Porte de Flandre","3260"
"88","Heysel","1048","1253","Dansaert","3261"
"88","Heysel","1067","1275","Bourse","3262"
"88","Heysel","1084","1253","Parking 58","2253"
"88","Heysel","1113","1207","Beguinage","2267"
"88","Heysel","1129","1157","Yser","2235"
"88","Heysel","1175","1090","Nicolay","2269"
"88","Heysel","1194","1059","Wtc","1052"
"88","Heysel","1174","1028","Willebroek","1051"
"88","Heysel","1173","997","Armateurs","1054"
"88","Heysel","1159","967","Steamers","2304"
"88","Heysel","1185","916","Entrepot","2305"
"88","Heysel","1142","893","Dieudonne Lefevre","4252"
"88","Heysel","1085","875","Pouchkine","4258"
"88","Heysel","1130","814","Nekkersdal","4266"
"88","Heysel","1128","749","Bockstael","2862"
"88","Heysel","1077","770","Breesch","2502"
"88","Heysel","1021","786","Loyaute","2503"
"88","Heysel","964","804","Woeste","2504"
"88","Heysel","914","824","Leopold I","2505"
"88","Heysel","914","796","Verbeyst","2515"
"88","Heysel","962","742","Demineurs","2498"
"88","Heysel","955","706","Jette Gare","2499"
"88","Heysel","950","660","Lorge","2871"
"88","Heysel","967","625","Hopital Brugmann","2867"
"88","Heysel","944","628","Crocq","4250"
"88","Heysel","919","557","Cite Jardin","9044"
"88","Heysel","948","532","Stienon","9047"
"88","Heysel","914","517","Pattijn","4259"
"88","Heysel","892","489","Tircher","4260"
"88","Heysel","928","460","Palfyn","4261"
"88","Heysel","933","424","Amethyste","4268"
"88","Heysel","970","408","Roi Baudouin","4269"
"88","Machtens","1051","432","Heysel","4264"
"88","Machtens","970","408","Roi Baudouin","4227"
"88","Machtens","933","424","Amethyste","4228"
"88","Machtens","928","460","Palfyn","4205"
"88","Machtens","892","489","Tircher","4206"
"88","Machtens","914","517","Pattijn","4207"
"88","Machtens","948","532","Stienon","9048"
"88","Machtens","919","557","Cite Jardin","9054"
"88","Machtens","944","628","Crocq","4251"
"88","Machtens","967","625","Hopital Brugmann","2802"
"88","Machtens","950","660","Lorge","2803"
"88","Machtens","955","706","Jette Gare","2583"
"88","Machtens","962","742","Demineurs","2584"
"88","Machtens","914","796","Verbeyst","2586"
"88","Machtens","914","824","Leopold I","2574"
"88","Machtens","964","804","Woeste","2575"
"88","Machtens","1021","786","Loyaute","2576"
"88","Machtens","1077","770","Breesch","9027"
"88","Machtens","1128","749","Bockstael","2202"
"88","Machtens","1130","814","Nekkersdal","4267"
"88","Machtens","1085","875","Pouchkine","4271"
"88","Machtens","1142","893","Dieudonne Lefevre","4217"
"88","Machtens","1185","916","Entrepot","2370"
"88","Machtens","1159","967","Steamers","2371"
"88","Machtens","1173","997","Armateurs","1021"
"88","Machtens","1174","1028","Willebroek","1016"
"88","Machtens","1194","1059","Wtc","1024"
"88","Machtens","1175","1090","Nicolay","2209"
"88","Machtens","1129","1157","Yser","2236"
