reader_id,stop_name,stop_lat,stop_lon
0x3c5e911,CRS,50.900578966904604,4.402869951346655
0x3c5e931,CRS,50.900578966904604,4.402869951346655
0x3c5ebba,Dghr Domaine Militaire,50.90112612459442,4.407781311033884
0x3c5e8fc,Quai des Usines,50.87759834393251,4.378140824500434
0x3c606a6,Saint-Jean,50.844987745619726,4.355048817549957
0x3c60971,Uccle Stalle,50.80789045425049,4.320066150304084
0x3c606eb,Saint-Jean,50.844987745619726,4.355048817549957
0x3c606ec,Plattesteen,50.847176376378975,4.351085264118158
0x3c62a01,Jacob Smits,50.84515189292667,4.307227683753258
0x3c62a0a,Bossaert-Basilique,50.867749505515896,4.3263561372719375
0x3c629cd,Bossaert-Basilique,50.867749505515896,4.3263561372719375
0x3c629e4,Jacob Smits,50.84515189292667,4.307227683753258
0x3c629de,Fierlant,0,0
