reader_id,stop_id,stop_code
0x3c446e3,6155F,
0x3c446e4,1764,
0x3c446f1,3160,
0x3c446e9,1769,
0x3c4510f,4367B,
0x3c446f0,1776,
0x3c4448b,8302,
0x3c44db0,8312,
0x3c4847c,8062,
0x3c4847d,1417B,
0x3c4870a,1873,
0x3c4870b,3953,
0x3c4870c,1871B,
0x3c4a333,6155F,
0x3c4870d,6155F,
0x3c4870e,1869,
0x3c4870f,1868,
0x3c48710,8202,
0x3c48711,1866,
0x3c48712,1865,
0x3c48713,1864,
0x3c48714,1863,
0x3c48715,1862,
0x3c48716,1861,
0x3c48717,1815,
0x3c48718,5559,
0x3c49582,5304,
0x3c4871a,1857,
0x3c4871b,1856,
0x3c4872a,1841,
0x3c4871d,5554,
0x3c4871e,1853,
0x3c4871f,1852,
0x3c48721,1851,
0x3c48722,1850,
0x3c4872b,1840,
0x3c48757,8162,
0x3c48724,1847,
0x3c48725,1846,
0x3c48726,1830,
0x3c48736,1846,
0x3c48737,1847,
0x3c48738,8162,
0x3c48730,1840,
0x3c4873a,1850,
0x3c4873b,1851,
0x3c4873c,1852,
0x3c4873d,1853,
0x3c4873e,5554,
0x3c48731,1841,
0x3c48740,1856,
0x3c48741,1857,
0x3c48743,5559,
0x3c48744,5560,
0x3c48745,1861,
0x3c48746,1862,
0x3c48747,1863,
0x3c48748,1864,
0x3c48749,1865,
0x3c4874a,1866,
0x3c4874b,8202,
0x3c4874c,1868,
0x3c4874d,1869,
0x3c4874e,6155F,
0x3c4874f,1871B,
0x3c48750,3953,
0x3c48751,1873,
0x3c48589,1417B,
0x3c48d47,8062,
0x3c4ccc0,8022,
0x3c4cdae,3502,
0x3c4cdaf,6354B,
0x3c4c46a,8302,
0x3c4c6c1,1776,
0x3c4c773,4367B,
0x3c4c775,1981,
0x3c4c776,1980,
0x3c4cc32,9952G,
0x3c4c76f,1986,
0x3c4c778,5467,
0x3c4c779,1976,
0x3c4c77a,1914,
0x3c4c77b,5256F,
0x3c4c77c,5255F,
0x3c4c77d,5254,
0x3c4c77e,1972,
0x3c4c77f,1971,
0x3c4c780,1970,
0x3c4c781,1969,
0x3c4c796,1943,
0x3c4e340,5058F,
0x3c4c797,1943,
0x3c4c7b0,1968,
0x3c4c7b1,1969,
0x3c4c7b2,1970,
0x3c4c7b3,1971,
0x3c4c7b4,1972,
0x3c4c7b5,5254,
0x3c4d487,5255F,
0x3c4d488,5256F,
0x3c4c7b7,5256F,
0x3c4c7b8,1976,
0x3c4c7b9,5467,
0x3c4c7c2,1986,
0x3c4d7e0,9952G,
0x3c4c7bc,1980,
0x3c4c7bd,1981,
0x3c4d10f,4367B,
0x3c4c6f0,1776,
0x3c4c48b,8302,
0x3c4cdef,6354B,
0x3c4cdf0,3502,
0x3c4ccfa,8022,
0x3c4c5de,2301,
0x3c4c5dd,8012,
0x3c52802,8262,
0x3c526da,8262,
0x3c52aa4,8252,
0x3c53137,4407,
0x3c53164,4452,
0x3c53161,4449,
0x3c53166,4454,
0x3c53167,4455,
0x3c53168,4456,
0x3c53106,4358,
0x3c5281f,2080,
0x3c5283b,2115,
0x3c527e0,2076,
0x3c527e2,2074,
0x3c5354b,5451F,
0x3c53552,5458,
0x3c52ac9,6440,
0x3c52aca,2762,
0x3c52acb,2763,
0x3c52780,1970,
0x3c52781,1969,
0x3c52796,1943,
0x3c52340,5058F,
0x3c52aa2,1943,
0x3c52852,1969,
0x3c527b2,1970,
0x3c52a9a,2763,
0x3c52a9b,2762,
0x3c52a9c,6440,
0x3c52aa1,5458,
0x3c53528,5451F,
0x3c5281a,2074,
0x3c5281c,2076,
0x3c52843,2115,
0x3c52820,2080,
0x3c530d6,4358,
0x3c53131,4456,
0x3c53132,4455,
0x3c53133,4454,
0x3c53138,4449,
0x3c53135,4452,
0x3c52ddd,4407,
0x3c52ddc,8252,
0x3c52802,8262,
0x3c547df,2015,
0x3c547d6,2015,
0x3c547ed,2087,
0x3c547e1,2078,
0x3c547e9,2071,
0x3c5667b,9876,
0x3c547f4,9853,
0x3c54815,2084,
0x3c547eb,2085,
0x3c5667d,9853,
0x3c547ec,2398,
0x3c54611,1553,
0x3c54612,1554,
0x3c5460e,1550,
0x3c54629,8122,
0x3c547d3,5226F,
0x3c547d4,2063,
0x3c547d5,5224F,
0x3c547d7,7871,
0x3c547d9,7872,
0x3c546c2,7914,
0x3c547fe,8262,
0x3c546bb,1753,
0x3c546bc,1752,
0x3c546bd,1725,
0x3c546d8,1752,
0x3c546d9,1753,
0x3c546da,8262,
0x3c5480d,7914,
0x3c5480a,7872,
0x3c5480c,7871,
0x3c5480e,5224F,
0x3c5480f,2063,
0x3c54810,5226F,
0x3c545fa,8122,
0x3c54604,1550,
0x3c545f5,1554,
0x3c5460f,1553,
0x3c547e6,2398,
0x3c547f8,9853,
0x3c54824,2084,
0x3c54825,2085,
0x3c56694,9876,
0x3c54817,2071,
0x3c5481b,2078,
0x3c54827,2087,
0x3c5679f,5058F,
0x3c567c0,5853G,
0x3c56786,1964F,
0x3c56788,1995F,
0x3c576b9,5817F,
0x3c56789,5825,
0x3c5678b,1959,
0x3c5678c,1958B,
0x3c5678e,5860,
0x3c5678f,1955,
0x3c56790,1954,
0x3c56798,1944,
0x3c56792,2168,
0x3c56833,2167,
0x3c56840,2161,
0x3c56837,2157,
0x3c56838,2156,
0x3c56841,2151,
0x3c566cb,1739,
0x3c566cc,5054F,
0x3c5683c,5054F,
0x3c5683e,6932B,
0x3c5683d,6932B,
0x3c56868,5054F,
0x3c566c7,5054F,
0x3c566c8,1739,
0x3c5686a,1739,
0x3c56842,2151,
0x3c5686c,2156,
0x3c5686d,2157,
0x3c56871,2161,
0x3c56877,2167,
0x3c56878,2168,
0x3c567a1,1953,
0x3c567a2,1954,
0x3c567a3,1955,
0x3c567a4,5860,
0x3c567a6,1958B,
0x3c567a7,1959,
0x3c567a9,5825,
0x3c567aa,5817F,
0x3c567cb,1995F,
0x3c567ac,1964F,
0x3c567c1,5853G,
0x3c573c2,5058F,
0x3c5a601,8122,
0x3c5a604,1550,
0x3c5a5f5,1554,
0x3c5a5fb,1553,
0x3c5a600,3463,
0x3c5a5fd,3463,
0x3c5a5fe,3462,
0x3c5a602,1538B,
0x3c5a5ff,3898,
0x3c5ad4a,3460,
0x3c5ad4b,3459,
0x3c5ad4c,3458,
0x3c5ad58,3425,
0x3c5acea,3361,
0x3c5ad5c,3420,
0x3c5acce,5363,
0x3c5ac36,3182,
0x3c5a44a,9292,
0x3c5ac68,3182,
0x3c5ac85,5363,
0x3c5ab6c,3420,
0x3c5ad21,3361,
0x3c5ad8f,3425,
0x3c5ad82,3458,
0x3c5ad83,3459,
0x3c5ad84,3460,
0x3c5ad85,3898,
0x3c5ad86,3462,
0x3c5ad87,3463,
0x3c5ad89,3463,
0x3c5a611,1553,
0x3c5a612,1554,
0x3c5a60e,1550,
0x3c5a629,8122,
0x3c5c4b1,1201,
0x3c5c4b3,4215,
0x3c5c5cf,1487,
0x3c5cea8,3752,
0x3c5cea7,3751,
0x3c5ceac,3756,
0x3c5ceab,3755,
0x3c5c90f,2375,
0x3c5c9d6,2518,
0x3c5c8d0,8702,
0x3c5c8d1,3709,
0x3c5daca,6858G,
0x3c5c8d3,2259F,
0x3c5c8d4,2260F,
0x3c5c8d5,8362,
0x3c5c8d6,2262,
0x3c5c8d7,6655,
0x3c5c8d8,2264,
0x3c5c8d9,5286,
0x3c5c8de,8012,
0x3c5c8a4,5286,
0x3c5c8a5,2264,
0x3c5c8a6,6655,
0x3c5c8a7,2262,
0x3c5c8a8,8362,
0x3c5c8a9,2260F,
0x3c5c8aa,2259F,
0x3c5da99,6858G,
0x3c5c8ac,3709,
0x3c5c9e7,8702,
0x3c5c910,8702,
0x3c5c913,6857,
0x3c5c945,2518,
0x3c5c947,2375,
0x3c5ce81,3755,
0x3c5ce80,3756,
0x3c5ce86,3751,
0x3c5ce85,3752,
0x3c5c4ed,4215,
0x3c5c4b1,1201,
0x3c5e92e,8012,
0x3c5e8db,2267,
0x3c5e8bb,8442,
0x3c5e8dd,2269,
0x3c5e342,9026,
0x3c5e8df,2271,
0x3c5e89c,2204,
0x3c5f818,6168F,
0x3c5e898,2318G,
0x3c5f68a,6368B,
0x3c5e905,3058,
0x3c5e906,7962,
0x3c5e907,2364,
0x3c5e908,2363,
0x3c5e909,2362B,
0x3c5e90a,2361,
0x3c5e90b,2360,
0x3c5e90c,2359,
0x3c5e90d,2358,
0x3c5ebb9,3001B,
0x3c5e589,9635,
0x3c5e588,9634,
0x3c5e587,9632,
0x3c5e59f,9631,
0x3c5e59a,9626,
0x3c5e59b,9627,
0x3c5e637,9787,
0x3c5e634,9786,
0x3c5e638,9784B,
0x3c5e638,9784B,
0x3c5e63a,9786,
0x3c5e63b,9787,
0x3c5e63c,9788,
0x3c5e5eb,9707,
0x3c5e585,9626,
0x3c5e586,9631,
0x3c5e5a0,9632,
0x3c5e5a2,9634,
0x3c5e5a3,9635,
0x3c5e930,3001B,
0x3c5e936,2358,
0x3c5e937,2359,
0x3c5e938,2360,
0x3c5e939,2361,
0x3c5e93a,2362B,
0x3c5e93b,2363,
0x3c5e93c,2364,
0x3c5e946,7962,
0x3c5e948,6368B,
0x3c5e90e,2318G,
0x3c5f7d7,6168F,
0x3c5f7eb,6179,
0x3c5e89b,2204,
0x3c5e89f,2271,
0x3c5e341,9026,
0x3c5e8a1,2269,
0x3c5e8bc,8442,
0x3c5e8a3,2267,
0x3c606a5,5286,
0x3c606a7,1703,
0x3c6048f,1167,
0x3c60490,1168,
0x3c60491,8342,
0x3c60972,2418,
0x3c60962,2465,
0x3c604c2,2336G,
0x3c60964,2463F,
0x3c613fb,5115F,
0x3c60967,2460,
0x3c60968,2459,
0x3c60b8d,2957,
0x3c616b2,5859,
0x3c616b3,5858,
0x3c6096a,5849,
0x3c6096b,2456,
0x3c6096c,2455,
0x3c6096d,2413,
0x3c6096e,2414,
0x3c6096f,2415,
0x3c60970,2452,
0x3c60994,2452,
0x3c60995,2414,
0x3c60996,2413,
0x3c60997,2455,
0x3c60998,2456,
0x3c60999,5849,
0x3c616e2,5858,
0x3c616e3,5859,
0x3c60b76,2957,
0x3c6099b,2459,
0x3c6099c,2460,
0x3c6099e,5115F,
0x3c6099f,2463F,
0x3c61428,2336G,
0x3c609a1,2465,
0x3c609a3,8342,
0x3c60465,1125,
0x3c60466,1168,
0x3c60467,1167,
0x3c629e3,8352,
0x3c629eb,2671F,
0x3c629f0,6175,
0x3c629f9,5757F,
0x3c629f2,5175,
0x3c629f7,2555,
0x3c629fc,2556,
0x3c629fd,3856,
0x3c629f6,2550,
0x3c628cc,2252,
0x3c62a14,8692,
0x3c628ce,6857,
0x3c628d0,8702,
0x3c62a02,2562B,
0x3c62a00,2560,
0x3c624e9,1257,
0x3c62a13,2579,
0x3c62a04,2564,
0x3c62a05,3234,
0x3c62a06,4659,
0x3c62a07,2567,
0x3c62a08,4054G,
0x3c62a09,2569,
0x3c62a0b,2571,
0x3c62a0c,2572,
0x3c62a0d,6865F,
0x3c62a0e,2574,
0x3c62a0f,5078F,
0x3c62a10,2576,
0x3c62343,9027,
0x3c6289a,8794,
0x3c62b2e,8794,
0x3c629c6,9027,
0x3c629c7,2576,
0x3c629c8,5078F,
0x3c629c9,2574,
0x3c629ca,6865F,
0x3c629cb,2572,
0x3c629cc,2571,
0x3c629ce,2569,
0x3c629cf,4054G,
0x3c629d0,2567,
0x3c629d1,4659,
0x3c629d2,3234,
0x3c629da,2564,
0x3c629e8,2579,
0x3c624b7,1257,
0x3c629e5,2560,
0x3c629e6,2534,
0x3c62e7d,3709,
0x3c629e7,8702,
0x3c628af,6857,
0x3c629d5,8692,
0x3c628b1,2252,
0x3c628b2,2550,
0x3c629d9,3856,
0x3c629db,2556,
0x3c629dc,2555,
0x3c63427,5175,
0x3c624db,5757F,
0x3c629ec,6175,
0x3c62a6f,2671F,
0x3c629c4,8352,
0x3c649ea,8352,
0x3c649eb,2671F,
0x3c649f0,6175,
0x3c649f9,5757F,
0x3c649f2,5175,
0x3c649fb,2555,
0x3c6571b,5915,
0x3c65657,9920F,
0x3c65658,5720F,
0x3c64a30,2669F,
0x3c65659,5721G,
0x3c64a31,2661,
0x3c64a33,2659,
0x3c665b3,9683,
0x3c665b4,9682,
0x3c665b6,9680,
0x3c665b7,9679,
0x3c665b8,9678,
0x3c665b9,9677,
0x3c665ba,9658,
0x3c665bb,9659,
0x3c665cd,9677,
0x3c665ce,9678,
0x3c665cf,9679,
0x3c665d0,9680,
0x3c665d2,9682,
0x3c665d3,9683,
0x3c64a63,2659,
0x3c64a65,2661,
0x3c64a66,2664,
0x3c64a67,5721G,
0x3c64a6d,2669F,
0x3c64a69,5720F,
0x3c65420,9920F,
0x3c65429,5915,
0x3c649dc,2555,
0x3c65427,5175,
0x3c644db,5757F,
0x3c649ec,6175,
0x3c64a6f,2671F,
0x3c649c4,8352,
0x3c6ab0d,3001B,
0x3c6a930,3001B,
0x3c6ab07,2827,
0x3c6ab06,2822,
0x3c6a93a,2362B,
0x3c6a93b,2363,
0x3c6ab24,2852,
0x3c6ab25,2853,
0x3c6ab26,2854,
0x3c6ab27,2855,
0x3c6ab28,2856B,
0x3c6ab29,7955,
0x3c6ab3b,2875,
0x3c6ab2c,2860,
0x3c6a9f1,2809,
0x3c6b089,4132B,
0x3c6a9c5,8794,
0x3c6ab2e,8794,
0x3c6aa11,9027,
0x3c6ab2f,6504,
0x3c6b81d,6173,
0x3c6ab31,5295,
0x3c6ab2b,5081F,
0x3c6ab3d,6553,
0x3c6aaf4,6869G,
0x3c6ab37,2871,
0x3c6ab33,5471,
0x3c6ab38,4251,
0x3c6a42c,1768,
0x3c6a438,1745,
0x3c6b080,4071,
0x3c6a432,1743,
0x3c6a3e9,1743,
0x3c6b082,4071,
0x3c6a439,1745,
0x3c6a3ee,1606,
0x3c6a3ef,1768,
0x3c6aaf1,4251,
0x3c6aaf2,5471,
0x3c6aaf3,2871,
0x3c6ba90,6869G,
0x3c6aaf5,6553,
0x3c6b3d9,5081F,
0x3c6aaf7,6173,
0x3c6aaf8,6504,
0x3c6a343,9027,
0x3c6a89a,8794,
0x3c6ab09,4132B,
0x3c6aaf9,2809,
0x3c6aafa,2860,
0x3c6ab08,2875,
0x3c6aafd,7955,
0x3c6aafe,2856B,
0x3c6aaff,2855,
0x3c6ab00,2854,
0x3c6ab01,2853,
0x3c6ab03,2852,
0x3c6a908,2363,
0x3c6a909,2362B,
0x3c6ab0a,2822,
0x3c6ab0b,2827,
0x3c6ab0d,3001B,
0x3c6c48a,4367B,
0x3c6c6f0,1776,
0x3c6c48b,8302,
0x3c6cdb0,8312,
0x3c6cdbe,3518B,
0x3c6cdb2,3506,
0x3c6cb70,2963,
0x3c6cb71,2962,
0x3c6cb85,5475,
0x3c6cb73,2960F,
0x3c6cb74,5064,
0x3c6cb86,2965,
0x3c6cb76,2957,
0x3c6cb77,2956,
0x3c6cb78,2955,
0x3c6c96b,2456,
0x3c6cb79,2954B,
0x3c6cb7a,2953,
0x3c6d420,9920F,
0x3c6d429,5915,
0x3c6d71b,5915,
0x3c6d657,9920F,
0x3c6cb89,2953,
0x3c6cb8a,2954B,
0x3c6c998,2456,
0x3c6cb8b,2955,
0x3c6cb87,2956,
0x3c6cb8d,2957,
0x3c6cb95,2965,
0x3c6cb8f,5064,
0x3c6cb90,2960F,
0x3c6cb96,5475,
0x3c6cb92,2962,
0x3c6cb93,2963,
0x3c6cb94,3506,
0x3c6cb97,3518B,
0x3c6d358,8312,
0x3c6c46a,8302,
0x3c6c6c1,1776,
0x3c6c4d1,4367B,
0x3c72bb9,3001B,
0x3c72930,3001B,
0x3c72936,2358,
0x3c72937,2359,
0x3c72938,2360,
0x3c72bbb,3063,
0x3c72bc5,1090,
0x3c72bbd,3061,
0x3c72bc6,3014,
0x3c72bbf,3059,
0x3c72bc0,3058,
0x3c72948,6368B,
0x3c72940,6124,
0x3c72915,2326,
0x3c72942,2370,
0x3c72943,2371,
0x3c723f8,1051,
0x3c723fe,9026,
0x3c723ff,1900,
0x3c72405,1900,
0x3c7241c,9026,
0x3c7241b,1051,
0x3c72900,2371,
0x3c72901,2370,
0x3c72916,2326,
0x3c72903,6124,
0x3c72904,6368B,
0x3c72bf2,3058,
0x3c72bf3,3059,
0x3c72917,3014,
0x3c72bf5,3061,
0x3c72bf9,1090,
0x3c72bf7,3063,
0x3c7290b,2360,
0x3c7290c,2359,
0x3c7290d,2358,
